Timestamp,Temperature(C),Pressure(hPa),FrameFile
2025-08-15T17:47:31,23.3638,995.793,
2025-08-15T17:47:32,22.6344,995.963,
2025-08-15T17:47:34,22.2510,1001.448,
2025-08-15T17:47:35,18.8624,1024.315,
2025-08-15T17:47:36,23.5578,1005.706,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174736.jpg
2025-08-15T17:47:37,17.0988,1026.328,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174736.jpg
2025-08-15T17:47:38,22.9488,1002.231,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174736.jpg
2025-08-15T17:47:39,34.3803,1019.422,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174736.jpg
2025-08-15T17:47:40,22.4852,1016.780,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174736.jpg
2025-08-15T17:47:41,33.9253,1023.530,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174741.jpg
2025-08-15T17:47:42,21.5828,999.353,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174741.jpg
2025-08-15T17:47:43,19.1325,1011.990,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174741.jpg
2025-08-15T17:47:44,33.4645,1025.716,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174741.jpg
2025-08-15T17:47:45,26.5556,1019.466,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174741.jpg
2025-08-15T17:47:46,21.8010,1013.776,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174746.jpg
2025-08-15T17:47:47,32.8158,1028.797,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174746.jpg
2025-08-15T17:47:48,24.7425,1016.857,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_174746.jpg
