Timestamp,Temperature(C),Pressure(hPa),FrameFile
2025-08-15T17:32:18,24.2775,993.312,
2025-08-15T17:32:18,32.4398,1011.873,
2025-08-15T17:32:19,32.8308,999.805,
2025-08-15T17:32:21,31.5527,1004.950,
2025-08-15T17:32:21,31.7408,1024.546,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173221.jpg
2025-08-15T17:32:22,25.2059,1029.032,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173221.jpg
2025-08-15T17:32:24,28.0001,991.743,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173221.jpg
2025-08-15T17:32:24,17.5621,1010.962,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173221.jpg
2025-08-15T17:32:26,32.6468,993.180,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173221.jpg
2025-08-15T17:32:26,20.8524,991.751,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173226.jpg
2025-08-15T17:32:28,26.2393,1012.286,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173226.jpg
2025-08-15T17:32:29,21.2913,999.363,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173226.jpg
2025-08-15T17:32:29,18.4659,990.752,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173226.jpg
2025-08-15T17:32:30,25.5745,997.524,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173226.jpg
2025-08-15T17:32:31,27.4192,1001.417,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173231.jpg
2025-08-15T17:32:33,17.9963,1023.153,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173231.jpg
2025-08-15T17:32:33,33.6106,1029.095,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173231.jpg
2025-08-15T17:32:35,23.3861,1011.810,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173231.jpg
2025-08-15T17:32:35,34.9440,1022.125,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173231.jpg
2025-08-15T17:32:36,17.7703,1019.472,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173236.jpg
2025-08-15T17:32:38,18.8314,1012.228,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173236.jpg
2025-08-15T17:32:39,22.7011,1022.262,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173236.jpg
2025-08-15T17:32:40,29.4833,993.015,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173236.jpg
2025-08-15T17:32:41,25.6214,1011.681,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173236.jpg
2025-08-15T17:32:41,25.6248,1026.143,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173241.jpg
2025-08-15T17:32:42,15.6365,1023.027,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173241.jpg
2025-08-15T17:32:44,28.3706,1016.283,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173241.jpg
2025-08-15T17:32:44,31.5257,1025.938,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173241.jpg
2025-08-15T17:32:45,28.8584,992.365,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173241.jpg
2025-08-15T17:32:47,29.8127,1016.444,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173246.jpg
2025-08-15T17:32:47,16.5396,1025.602,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173246.jpg
2025-08-15T17:32:48,16.7009,1009.676,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173246.jpg
2025-08-15T17:32:49,15.4080,1010.796,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173246.jpg
2025-08-15T17:32:50,25.5438,998.849,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173246.jpg
2025-08-15T17:32:52,22.6145,1029.995,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173251.jpg
2025-08-15T17:32:52,27.4832,1004.486,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173251.jpg
2025-08-15T17:32:53,21.7657,1013.760,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173251.jpg
2025-08-15T17:32:54,26.5018,1021.572,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173251.jpg
2025-08-15T17:32:55,22.8540,1029.080,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173251.jpg
2025-08-15T17:32:56,20.9298,1000.414,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173256.jpg
2025-08-15T17:32:58,16.4891,1001.155,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173256.jpg
2025-08-15T17:32:59,16.4367,994.151,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173256.jpg
2025-08-15T17:32:59,20.5083,1002.758,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173256.jpg
2025-08-15T17:33:00,29.7259,999.117,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173256.jpg
2025-08-15T17:33:01,33.8594,993.126,/home/computer/Documents/camera-sensor-dashboard/build/data/frame_20250815_173301.jpg
